order_detail_id,order_id,prod_id,qty_ord,unit_price,disc_pct,line_tot,ship_status,fulfill_loc
ORDDET0000061,ORD000018,PROD00271,5,1326.8,0,6634.0,On Hold,WH04
ORDDET0000062,ORD000018,PROD00489,4,913.87,20,2924.38,On Hold,WH05
ORDDET0000063,ORD000019,PROD00316,3,1216.51,10,3284.58,In Transit,WH01
ORDDET0000064,ORD000019,PROD00205,1,487.03,0,487.03,In Transit,WH05
ORDDET0000065,ORD000019,PROD00190,3,802.9,20,1926.96,In Transit,WH01
ORDDET0000066,ORD000019,PROD00267,4,278.87,20,892.38,In Transit,WH04
ORDDET0000067,ORD000019,PROD00022,3,439.5,25,988.88,In Transit,WH02
ORDDET0000068,ORD000020,PROD00200,3,1137.53,0,3412.59,Processing,WH02
ORDDET0000069,ORD000020,PROD00481,1,1218.74,25,914.06,Processing,WH04
ORDDET0000070,ORD000020,PROD00329,3,228.84,5,652.19,Processing,WH03
ORDDET0000071,ORD000021,PROD00477,4,251.86,15,856.32,In Transit,WH04
ORDDET0000072,ORD000021,PROD00387,5,507.5,25,1903.12,In Transit,WH02
ORDDET0000073,ORD000021,PROD00102,2,156.66,10,281.99,In Transit,WH03
ORDDET0000074,ORD000021,PROD00060,4,1363.87,0,5455.48,In Transit,WH02
ORDDET0000075,ORD000022,PROD00146,4,265.17,0,1060.68,Returned,WH01
ORDDET0000076,ORD000022,PROD00009,3,435.3,0,1305.9,Returned,WH02
ORDDET0000077,ORD000022,PROD00354,5,970.08,0,4850.4,Returned,WH04
ORDDET0000078,ORD000022,PROD00263,1,735.13,0,735.13,Returned,WH03
ORDDET0000079,ORD000023,PROD00194,3,213.67925363939855,0,641.04,Delivered,WH02
ORDDET0000080,ORD000024,PROD00478,3,583.57,0,1750.71,Delivered,WH03
ORDDET0000081,ORD000024,PROD00375,2,1194.45,0,2388.9,Delivered,WH01
ORDDET0000082,ORD000024,PROD00495,4,1260.63,0,5042.52,Delivered,WH01
ORDDET0000083,ORD000024,PROD00378,1,139.36,0,139.36,Delivered,WH04
ORDDET0000084,ORD000024,PROD00106,2,1110.1,0,2220.2,Delivered,WH03
ORDDET0000085,ORD000025,PROD00087,3,585.45,0,1756.35,Cancelled,WH01
ORDDET0000086,ORD000025,PROD00161,2,153.16,0,306.32,Cancelled,WH01
ORDDET0000087,ORD000025,PROD00074,5,1565.39,0,7826.95,Cancelled,WH01
ORDDET0000088,ORD000025,PROD00173,4,661.85,0,2647.4,Cancelled,WH03
ORDDET0000089,ORD000025,PROD00464,5,605.88,0,3029.4,Cancelled,WH04
ORDDET0000090,ORD000026,PROD00107,1,675.11,20,540.09,Delivered,WH01
ORDDET0000091,ORD000026,PROD00191,3,215.11,0,645.33,Delivered,WH04
ORDDET0000092,ORD000027,PROD00059,3,728.1,0,2184.3,Delivered,WH03
ORDDET0000093,ORD000027,PROD00374,1,186.29,0,186.29,Delivered,WH02
ORDDET0000094,ORD000028,PROD00484,3,788.98,15,2011.9,Returned,WH05
ORDDET0000095,ORD000029,PROD00316,3,1216.51,5,3467.05,In Transit,WH01
ORDDET0000096,ORD000030,PROD00461,5,986.53,20,3946.12,Delivered,WH04
ORDDET0000097,ORD000030,PROD00315,1,1107.08,15,941.02,Delivered,WH01
ORDDET0000098,ORD000030,PROD00317,4,772.82,15,2627.59,Delivered,WH04
ORDDET0000099,ORD000030,PROD00200,4,1137.53,15,3867.6,Delivered,WH04
ORDDET0000100,ORD000030,PROD00186,4,736.65,5,2799.27,Delivered,WH04
ORDDET0000101,ORD000031,PROD00498,4,388.12,0,1552.48,Cancelled,WH01
ORDDET0000102,ORD000032,PROD00311,4,371.08,5,1410.1,Returned,WH03
ORDDET0000103,ORD000032,PROD00190,2,802.9,15,1364.93,Returned,WH03
ORDDET0000104,ORD000033,PROD00100,1,124.06,0,124.06,On Hold,WH03
ORDDET0000105,ORD000033,PROD00370,3,190.0,0,570.0,On Hold,WH04
ORDDET0000106,ORD000033,PROD00117,4,608.05,0,2432.2,On Hold,WH03
ORDDET0000107,ORD000034,PROD00284,5,581.78,10,2618.01,Cancelled,WH01
ORDDET0000108,ORD000034,PROD00306,4,525.87,0,2103.48,Cancelled,WH02
ORDDET0000109,ORD000035,PROD00210,2,496.24,0,992.48,Delivered,WH02
ORDDET0000110,ORD000035,PROD00170,4,1117.79,0,4471.16,Delivered,WH04
ORDDET0000111,ORD000036,PROD00368,3,438.61,10,1184.25,Processing,WH05
ORDDET0000112,ORD000037,PROD00447,5,1479.7,0,7398.5,In Transit,WH01
ORDDET0000113,ORD000037,PROD00094,2,72.05,15,122.48,In Transit,WH05
ORDDET0000114,ORD000037,PROD00174,2,1392.34,20,2227.74,In Transit,WH04
ORDDET0000115,ORD000037,PROD00002,5,1191.99,10,5363.96,In Transit,WH02
ORDDET0000116,ORD000038,PROD00369,5,655.34,0,3276.7,Returned,WH05
ORDDET0000117,ORD000039,PROD00248,3,569.29,0,1707.87,Delivered,WH02
ORDDET0000118,ORD000039,PROD00266,4,1155.48,0,4621.92,Delivered,WH05
ORDDET0000119,ORD000039,PROD00069,1,475.07,0,475.07,Delivered,WH05
ORDDET0000120,ORD000039,PROD00188,2,1310.57,0,2621.14,Delivered,WH05
ORDDET0000121,ORD000040,PROD00253,1,689.74,15,586.28,Processing,WH05
ORDDET0000122,ORD000041,PROD00432,4,592.03,0,2368.12,Returned,WH01
ORDDET0000123,ORD000041,PROD00151,3,151.88,0,455.64,Returned,WH01
ORDDET0000124,ORD000042,PROD00056,5,443.98,0,2219.9,In Transit,WH04
ORDDET0000125,ORD000042,PROD00041,3,1406.96,0,4220.88,In Transit,WH01
ORDDET0000126,ORD000042,PROD00288,1,366.27,0,366.27,In Transit,WH02
ORDDET0000127,ORD000042,PROD00443,5,355.45,0,1777.25,In Transit,WH03
ORDDET0000128,ORD000043,PROD00369,4,655.34,0,2621.36,Returned,WH05
ORDDET0000129,ORD000043,PROD00070,3,542.46,0,1627.38,Returned,WH01
ORDDET0000130,ORD000043,PROD00290,1,100.02,0,100.02,Returned,WH05
ORDDET0000131,ORD000043,PROD00181,3,1138.58,0,3415.74,Returned,WH04
ORDDET0000132,ORD000044,PROD00462,5,739.0810238169952,15,3141.09,Returned,WH05
ORDDET0000133,ORD000044,PROD00297,4,177.33,25,531.99,Returned,WH04
ORDDET0000134,ORD000045,PROD00168,1,1276.08,10,1148.47,Processing,WH04
ORDDET0000135,ORD000045,PROD00380,5,199.0,25,746.25,Processing,WH01
ORDDET0000136,ORD000046,PROD00380,2,199.0,25,298.5,On Hold,WH01
ORDDET0000137,ORD000046,PROD00089,1,69.36,0,69.36,On Hold,WH03
ORDDET0000138,ORD000046,PROD00221,4,1057.53,25,3172.59,On Hold,WH01
ORDDET0000139,ORD000047,PROD00163,5,954.16,15,4055.18,Returned,WH03
ORDDET0000140,ORD000048,PROD00412,5,965.43,0,4827.15,Returned,WH05
ORDDET0000141,ORD000049,PROD00334,1,575.33768853183,0,575.34,In Transit,WH03
ORDDET0000142,ORD000049,PROD00101,5,681.59,0,3407.95,In Transit,WH03
ORDDET0000143,ORD000049,PROD00297,5,177.33,0,886.65,In Transit,WH01
ORDDET0000144,ORD000049,PROD00351,1,899.45,0,899.45,In Transit,WH03
ORDDET0000145,ORD000049,PROD00235,3,936.53,0,2809.59,In Transit,WH05
ORDDET0000146,ORD000050,PROD00395,3,1584.22,0,4752.66,In Transit,WH02
ORDDET0000147,ORD000050,PROD00453,5,1227.29,0,6136.45,In Transit,WH04
ORDDET0000148,ORD000051,PROD00267,3,278.87,0,836.61,Delivered,WH03
ORDDET0000149,ORD000051,PROD00311,1,371.08,0,371.08,Delivered,WH03
ORDDET0000150,ORD000051,PROD00348,3,1244.31,0,3732.93,Delivered,WH03
ORDDET0000151,ORD000051,PROD00492,2,852.14,0,1704.28,Delivered,WH01
ORDDET0000152,ORD000052,PROD00086,5,1292.03,5,6137.14,Processing,WH03
ORDDET0000153,ORD000052,PROD00231,2,22.07,10,39.73,Processing,WH03
ORDDET0000154,ORD000053,PROD00488,3,1297.73,0,3893.19,Returned,WH03
ORDDET0000155,ORD000053,PROD00247,5,1369.36,0,6846.8,Returned,WH02
ORDDET0000156,ORD000053,PROD00065,2,191.28,0,382.56,Returned,WH04
ORDDET0000157,ORD000053,PROD00157,3,428.28,0,1284.84,Returned,WH03
ORDDET0000158,ORD000053,PROD00184,4,1561.35,0,6245.4,Returned,WH05
ORDDET0000159,ORD000054,PROD00168,5,1276.08,0,6380.4,On Hold,WH05
ORDDET0000160,ORD000054,PROD00368,5,438.61,0,2193.05,On Hold,WH04
ORDDET0000161,ORD000054,PROD00269,3,1161.1,0,3483.3,On Hold,WH04
ORDDET0000162,ORD000055,PROD00464,2,605.88,0,1211.76,Returned,WH01
ORDDET0000163,ORD000055,PROD00014,4,920.23,0,3680.92,Returned,WH05
ORDDET0000164,ORD000055,PROD00104,3,1298.16,0,3894.48,Returned,WH05
ORDDET0000165,ORD000055,PROD00308,4,291.57,0,1166.28,Returned,WH03
ORDDET0000166,ORD000055,PROD00458,1,122.13,0,122.13,Returned,WH05
ORDDET0000167,ORD000056,PROD00083,3,794.03,20,1905.67,Returned,WH03
ORDDET0000168,ORD000057,PROD00387,1,507.5,10,456.75,Processing,WH05
ORDDET0000169,ORD000057,PROD00416,5,539.44,10,2427.48,Processing,WH02
ORDDET0000170,ORD000057,PROD00294,4,1368.4,20,4378.88,Processing,WH01
ORDDET0000171,ORD000057,PROD00297,2,177.33,0,354.66,Processing,WH03
ORDDET0000172,ORD000057,PROD00090,1,248.19,0,248.19,Processing,WH02
ORDDET0000173,ORD000058,PROD00183,4,1289.18,0,5156.72,Processing,WH01
ORDDET0000174,ORD000058,PROD00117,4,608.05,0,2432.2,Processing,WH03
ORDDET0000175,ORD000058,PROD00462,1,739.0810238169952,0,739.08,Processing,WH02
ORDDET0000176,ORD000059,PROD00052,4,853.97,0,3415.88,On Hold,WH01
ORDDET0000177,ORD000059,PROD00032,3,607.91,0,1823.73,On Hold,WH04
ORDDET0000178,ORD000060,PROD00430,2,704.75,5,1339.02,Delivered,WH04
ORDDET0000179,ORD000060,PROD00240,2,1326.32,15,2254.74,Delivered,WH02
ORDDET0000180,ORD000060,PROD00356,4,388.41,20,1242.91,Delivered,WH02
ORDDET0000181,ORD000060,PROD00255,2,990.72,25,1486.08,Delivered,WH03
ORDDET0000182,ORD000060,PROD00092,2,534.32,20,854.91,Delivered,WH04
ORDDET0000183,ORD000061,PROD00274,1,963.44,0,963.44,Processing,WH03
ORDDET0000184,ORD000061,PROD00168,1,1276.08,0,1276.08,Processing,WH02
ORDDET0000185,ORD000062,PROD00437,3,198.1,0,594.3,Delivered,WH01
ORDDET0000186,ORD000062,PROD00392,1,169.08,0,169.08,Delivered,WH02
ORDDET0000187,ORD000062,PROD00229,1,1427.72,0,1427.72,Delivered,WH05
ORDDET0000188,ORD000063,PROD00167,1,783.17,10,704.85,Processing,WH01
ORDDET0000189,ORD000064,PROD00370,3,190.0,20,456.0,Processing,WH03
ORDDET0000190,ORD000064,PROD00071,1,1121.11,20,896.89,Processing,WH04
ORDDET0000191,ORD000064,PROD00164,1,570.94,15,485.3,Processing,WH04
ORDDET0000192,ORD000064,PROD00043,4,967.13,10,3481.67,Processing,WH04
ORDDET0000193,ORD000065,PROD00297,1,177.33,15,150.73,On Hold,WH02
ORDDET0000194,ORD000065,PROD00353,5,93.32,25,349.95,On Hold,WH02
ORDDET0000195,ORD000065,PROD00085,3,263.12,10,710.42,On Hold,WH02
ORDDET0000196,ORD000066,PROD00423,5,664.0,15,2822.0,Processing,WH04
ORDDET0000197,ORD000066,PROD00432,3,592.03,15,1509.68,Processing,WH01
ORDDET0000198,ORD000066,PROD00397,1,1174.57,20,939.66,Processing,WH02
ORDDET0000199,ORD000066,PROD00318,2,234.91,20,375.86,Processing,WH03
ORDDET0000200,ORD000066,PROD00430,4,704.75,25,2114.25,Processing,WH02
ORDDET0000201,ORD000067,PROD00380,2,199.0,0,398.0,In Transit,WH01
ORDDET0000202,ORD000067,PROD00457,2,1332.74,5,2532.21,In Transit,WH01
ORDDET0000203,ORD000067,PROD00271,2,1326.8,20,2122.88,In Transit,WH03
ORDDET0000204,ORD000068,PROD00447,5,1479.7,0,7398.5,Returned,WH02
ORDDET0000205,ORD000068,PROD00374,3,186.29,0,558.87,Returned,WH04
ORDDET0000206,ORD000068,PROD00258,5,1265.96,0,6329.8,Returned,WH01
ORDDET0000207,ORD000068,PROD00194,5,213.67925363939855,0,1068.4,Returned,WH04
ORDDET0000208,ORD000068,PROD00206,2,382.48,0,764.96,Returned,WH02
ORDDET0000209,ORD000069,PROD00281,5,327.84,0,1639.2,On Hold,WH04
ORDDET0000210,ORD000069,PROD00010,4,1461.79,0,5847.16,On Hold,WH02
ORDDET0000211,ORD000070,PROD00038,3,1028.23,5,2930.46,Cancelled,WH05
ORDDET0000212,ORD000070,PROD00441,4,1124.23,25,3372.69,Cancelled,WH05
ORDDET0000213,ORD000070,PROD00110,3,997.48,5,2842.82,Cancelled,WH01
ORDDET0000214,ORD000070,PROD00335,1,581.41,15,494.2,Cancelled,WH03
ORDDET0000215,ORD000070,PROD00315,4,1107.08,15,3764.07,Cancelled,WH03
ORDDET0000216,ORD000071,PROD00091,5,588.15,5,2793.71,Returned,WH04
ORDDET0000217,ORD000071,PROD00072,3,229.06,25,515.38,Returned,WH04
ORDDET0000218,ORD000072,PROD00479,5,1420.6,15,6037.55,Processing,WH01
ORDDET0000219,ORD000072,PROD00401,3,759.49,0,2278.47,Processing,WH05
ORDDET0000220,ORD000072,PROD00272,5,609.56,15,2590.63,Processing,WH02
ORDDET0000221,ORD000072,PROD00060,2,1363.87,0,2727.74,Processing,WH03
ORDDET0000222,ORD000073,PROD00285,3,58.68,0,176.04,Returned,WH01
ORDDET0000223,ORD000074,PROD00235,1,936.53,20,749.22,Cancelled,WH01
ORDDET0000224,ORD000074,PROD00474,2,1020.4,15,1734.68,Cancelled,WH01
ORDDET0000225,ORD000075,PROD00435,4,327.23,25,981.69,In Transit,WH04
ORDDET0000226,ORD000075,PROD00464,2,605.88,10,1090.58,In Transit,WH04
ORDDET0000227,ORD000076,PROD00145,4,905.3,0,3621.2,Cancelled,WH04
ORDDET0000228,ORD000077,PROD00460,3,1301.82,15,3319.64,Delivered,WH01
ORDDET0000229,ORD000077,PROD00284,1,581.78,15,494.51,Delivered,WH04
ORDDET0000230,ORD000078,PROD00452,1,1231.52,10,1108.37,Delivered,WH04
ORDDET0000231,ORD000078,PROD00095,4,803.3364558895387,20,2570.68,Delivered,WH01
ORDDET0000232,ORD000078,PROD00089,1,69.36,20,55.49,Delivered,WH05
ORDDET0000233,ORD000078,PROD00241,1,1638.42,25,1228.82,Delivered,WH02
ORDDET0000234,ORD000078,PROD00473,2,641.88,0,1283.76,Delivered,WH03
ORDDET0000235,ORD000079,PROD00415,2,1155.83,0,2311.66,Processing,WH05
ORDDET0000236,ORD000079,PROD00476,4,192.06,5,729.83,Processing,WH02
ORDDET0000237,ORD000079,PROD00378,4,139.36,10,501.7,Processing,WH01
ORDDET0000238,ORD000079,PROD00479,1,1420.6,20,1136.48,Processing,WH02
ORDDET0000239,ORD000080,PROD00065,3,191.28,0,573.84,Returned,WH04
ORDDET0000240,ORD000080,PROD00187,5,126.69,0,633.45,Returned,WH02
ORDDET0000241,ORD000080,PROD00395,3,1584.22,0,4752.66,Returned,WH05
ORDDET0000242,ORD000080,PROD00020,5,41.86,0,209.3,Returned,WH04
ORDDET0000243,ORD000080,PROD00057,3,1382.45,0,4147.35,Returned,WH02
ORDDET0000244,ORD000081,PROD00012,4,544.7,25,1634.1,In Transit,WH03
ORDDET0000245,ORD000082,PROD00447,2,1479.7,0,2959.4,Processing,WH02
ORDDET0000246,ORD000082,PROD00243,3,576.53,0,1729.59,Processing,WH02
ORDDET0000247,ORD000082,PROD00494,2,1055.67,0,2111.34,Processing,WH05
ORDDET0000248,ORD000083,PROD00299,4,1465.6,0,5862.4,Returned,WH04
ORDDET0000249,ORD000083,PROD00375,1,1194.45,0,1194.45,Returned,WH03
ORDDET0000250,ORD000084,PROD00486,1,1230.98,0,1230.98,On Hold,WH02
ORDDET0000251,ORD000084,PROD00395,1,1584.22,0,1584.22,On Hold,WH02
ORDDET0000252,ORD000084,PROD00134,2,1088.63,0,2177.26,On Hold,WH04
ORDDET0000253,ORD000084,PROD00221,3,1057.53,0,3172.59,On Hold,WH04
ORDDET0000254,ORD000085,PROD00403,4,1132.0,15,3848.8,Processing,WH02
ORDDET0000255,ORD000085,PROD00428,4,649.99,20,2079.97,Processing,WH04
ORDDET0000256,ORD000085,PROD00142,5,239.83436755594315,20,959.34,Processing,WH01
ORDDET0000257,ORD000085,PROD00470,3,68.94,20,165.46,Processing,WH03
ORDDET0000258,ORD000086,PROD00108,5,803.1,0,4015.5,Processing,WH01
ORDDET0000259,ORD000086,PROD00248,1,569.29,0,569.29,Processing,WH03
ORDDET0000260,ORD000086,PROD00176,5,566.43,0,2832.15,Processing,WH05
ORDDET0000261,ORD000086,PROD00314,3,872.42,0,2617.26,Processing,WH03
ORDDET0000262,ORD000086,PROD00233,1,110.91,0,110.91,Processing,WH02
ORDDET0000263,ORD000087,PROD00350,5,859.98,0,4299.9,In Transit,WH04
ORDDET0000264,ORD000087,PROD00407,2,921.23,0,1842.46,In Transit,WH03
ORDDET0000265,ORD000087,PROD00106,3,1110.1,0,3330.3,In Transit,WH05
ORDDET0000266,ORD000088,PROD00214,2,1293.55,25,1940.32,Delivered,WH04
ORDDET0000267,ORD000088,PROD00479,3,1420.6,15,3622.53,Delivered,WH05
ORDDET0000268,ORD000089,PROD00142,3,239.83436755594315,0,719.5,On Hold,WH04
ORDDET0000269,ORD000089,PROD00067,1,558.6,0,558.6,On Hold,WH01
ORDDET0000270,ORD000089,PROD00155,4,1230.12,0,4920.48,On Hold,WH05
ORDDET0000271,ORD000090,PROD00060,1,1363.87,0,1363.87,On Hold,WH01
ORDDET0000272,ORD000090,PROD00304,2,763.5,0,1527.0,On Hold,WH02
ORDDET0000273,ORD000090,PROD00092,2,534.32,0,1068.64,On Hold,WH03
ORDDET0000274,ORD000090,PROD00319,2,1310.97,0,2621.94,On Hold,WH05
ORDDET0000275,ORD000090,PROD00063,3,777.66,0,2332.98,On Hold,WH04
ORDDET0000276,ORD000091,PROD00261,3,354.68,20,851.23,On Hold,WH04
ORDDET0000277,ORD000091,PROD00283,5,570.08,15,2422.84,On Hold,WH03
ORDDET0000278,ORD000091,PROD00166,5,604.83,25,2268.11,On Hold,WH04
ORDDET0000279,ORD000091,PROD00037,5,1009.23,10,4541.54,On Hold,WH02
ORDDET0000280,ORD000091,PROD00296,2,785.49,20,1256.78,On Hold,WH01
ORDDET0000281,ORD000092,PROD00165,2,398.1,0,796.2,Processing,WH05
ORDDET0000282,ORD000092,PROD00367,3,566.33,0,1698.99,Processing,WH01
ORDDET0000283,ORD000092,PROD00495,5,1260.63,0,6303.15,Processing,WH03
ORDDET0000284,ORD000092,PROD00044,3,1335.44,0,4006.32,Processing,WH04
ORDDET0000285,ORD000092,PROD00276,3,1145.99,0,3437.97,Processing,WH03
ORDDET0000286,ORD000093,PROD00299,1,1465.6,0,1465.6,On Hold,WH05
ORDDET0000287,ORD000093,PROD00371,3,311.91,0,935.73,On Hold,WH03
ORDDET0000288,ORD000094,PROD00457,2,1332.74,10,2398.93,Returned,WH01
ORDDET0000289,ORD000095,PROD00135,1,876.08,5,832.28,Delivered,WH05
ORDDET0000290,ORD000096,PROD00459,3,61.63,0,184.89,On Hold,WH04
ORDDET0000291,ORD000097,PROD00448,4,837.31,0,3349.24,Processing,WH01
ORDDET0000292,ORD000097,PROD00429,2,392.2294114753607,0,784.46,Processing,WH02
ORDDET0000293,ORD000097,PROD00132,1,1182.22,0,1182.22,Processing,WH04
ORDDET0000294,ORD000098,PROD00421,3,1427.43,15,3639.95,Processing,WH04
ORDDET0000295,ORD000098,PROD00410,5,1299.47,0,6497.35,Processing,WH01
ORDDET0000296,ORD000099,PROD00396,4,435.61,0,1742.44,Cancelled,WH04
ORDDET0000297,ORD000099,PROD00466,2,822.89,0,1645.78,Cancelled,WH05
ORDDET0000298,ORD000100,PROD00323,2,644.23,0,1288.46,Delivered,WH03
ORDDET0000299,ORD000100,PROD00413,4,374.05,10,1346.58,Delivered,WH02
ORDDET0000300,ORD000100,PROD00148,3,417.9701766100344,5,1191.22,Delivered,WH03
ORDDET0000301,ORD000100,PROD00327,1,194.79,25,146.09,Delivered,WH04
ORDDET0000302,ORD000100,PROD00278,3,216.63,15,552.41,Delivered,WH05
ORDDET0000303,ORD000101,PROD00368,1,438.61,0,438.61,Returned,WH05
ORDDET0000304,ORD000101,PROD00235,4,936.53,10,3371.51,Returned,WH02
ORDDET0000305,ORD000101,PROD00136,5,429.73,10,1933.78,Returned,WH04
ORDDET0000306,ORD000102,PROD00010,3,1461.79,0,4385.37,Cancelled,WH01
ORDDET0000307,ORD000102,PROD00485,5,19.42,0,97.1,Cancelled,WH04
ORDDET0000308,ORD000103,PROD00341,2,543.51,15,923.97,Returned,WH04
ORDDET0000309,ORD000103,PROD00002,1,1191.99,5,1132.39,Returned,WH03
ORDDET0000310,ORD000103,PROD00474,2,1020.4,25,1530.6,Returned,WH05
ORDDET0000311,ORD000103,PROD00278,4,216.63,25,649.89,Returned,WH01
ORDDET0000312,ORD000103,PROD00271,2,1326.8,15,2255.56,Returned,WH05
ORDDET0000313,ORD000104,PROD00026,4,1362.78,0,5451.12,Processing,WH01
ORDDET0000314,ORD000104,PROD00341,5,543.51,0,2717.55,Processing,WH04
ORDDET0000315,ORD000105,PROD00408,4,568.75,20,1820.0,Cancelled,WH01
ORDDET0000316,ORD000106,PROD00076,2,1291.93,0,2583.86,On Hold,WH04
ORDDET0000317,ORD000107,PROD00487,4,1536.9,20,4918.08,Processing,WH03
ORDDET0000318,ORD000107,PROD00266,2,1155.48,0,2310.96,Processing,WH02
ORDDET0000319,ORD000108,PROD00487,4,1536.9,0,6147.6,On Hold,WH02
ORDDET0000320,ORD000108,PROD00071,5,1121.11,0,5605.55,On Hold,WH05
ORDDET0000321,ORD000109,PROD00043,5,967.13,5,4593.87,Returned,WH03
ORDDET0000322,ORD000110,PROD00268,2,1158.01,0,2316.02,Processing,WH05
ORDDET0000323,ORD000110,PROD00219,3,960.61,0,2881.83,Processing,WH01
ORDDET0000324,ORD000110,PROD00130,2,546.98,0,1093.96,Processing,WH01
