order_id,order_date,cust_id,order_status,ship_date,deliv_date,ship_method,ship_cost,pay_method,camp_id,promo_flag,order_src,sales_rep_id,tot_amt,tax_amt,disc_amt,net_amt
ORD000071,2024-05-26,CUST01221,Returned,2024-05-27,2024-05-29,International,52.84,Credit Card,CAMP001,1,Phone,SR022,3309.09,264.73,318.8325,3626.66
ORD000072,2023-04-14,CUST01169,Processing,,,Next Day,45.26,Bank Transfer,,1,Phone,SR008,13634.390000000001,1090.75,1522.62,14770.4
ORD000073,2024-10-24,CUST00662,Returned,2024-10-28,2024-11-07,Next Day,47.08,Credit Card,,0,Mobile App,SR019,176.04,14.08,0.0,237.2
ORD000074,2023-09-12,CUST01736,Cancelled,,,International,53.01,Bank Transfer,CAMP020,1,Email,SR003,2483.9,198.71,493.42600000000004,2735.62
ORD000075,2025-01-06,CUST01517,Shipped,2025-01-07,,Next Day,38.49,Credit Card,,1,In-Store,SR022,2072.27,165.78,448.406,2276.54
ORD000076,2024-10-05,CUST00285,Cancelled,2024-10-07,,Standard,12.56,Cash on Delivery,,0,Mobile App,SR026,3621.2,289.7,0.0,3923.46
ORD000077,2023-03-17,CUST00438,Completed,2023-03-21,2023-03-24,Standard,9.7,Credit Card,CAMP009,1,Mobile App,SR009,3814.1499999999996,305.13,673.086,4128.98
ORD000078,2024-11-09,CUST00999,Completed,2024-11-11,2024-11-12,Express,27.75,Cash on Delivery,CAMP008,1,Website,SR006,6247.12,499.77,1189.298164711631,6774.64
ORD000079,2023-09-02,CUST00051,Processing,,,Local Pickup,0.0,Credit Card,,1,In-Store,SR009,4679.67,374.37,378.276,5054.04
ORD000080,2024-02-18,CUST00635,Returned,2024-02-20,2024-02-29,Local Pickup,0.0,Check,,0,Website,SR001,10316.6,825.33,0.0,11141.93
ORD000081,2024-12-31,CUST00569,Shipped,2025-01-05,,Next Day,43.4,Credit Card,CAMP019,1,In-Store,SR006,1634.1,130.73,,1808.23
ORD000082,2025-03-02,CUST00039,Processing,,,Express,23.41,Credit Card,,0,Partner,SR030,6800.33,544.03,0.0,7367.77
ORD000083,2025-01-20,CUST01396,Returned,2025-01-22,2025-01-29,Standard,7.13,Cash on Delivery,,0,Sales Rep,SR009,7056.849999999999,564.55,0.0,7628.53
ORD000084,2023-11-07,CUST00998,On Hold,,,Express,23.66,Bank Transfer,,0,In-Store,SR022,8165.05,653.2,0.0,8841.91
ORD000085,2024-12-21,CUST00294,Processing,,,Express,25.53,PayPal,,1,Email,SR017,7053.570000000001,564.29,1480.3903675559432,7643.39
ORD000086,2023-03-26,CUST01324,Processing,,,Next Day,40.55,Credit Card,,0,Website,SR024,10145.11,811.61,0.0,10997.27
ORD000087,2024-08-11,CUST00936,Shipped,2024-08-12,,Express,17.74,Credit Card,,0,Partner,SR029,9472.66,757.81,0.0,10248.21
ORD000088,2024-08-01,CUST01991,Completed,2024-08-03,2024-08-09,Standard,10.4,Bank Transfer,CAMP007,1,Email,SR019,5562.85,445.03,1286.0449999999998,6018.28
ORD000089,2024-08-29,CUST00556,On Hold,,,Standard,5.19,Check,,0,Sales Rep,SR013,6198.58,495.89,0.0,6198.58
ORD000090,2024-07-15,CUST01025,On Hold,,,Standard,8.45,Cash on Delivery,,0,Website,SR015,8914.43,713.15,0.0,9636.03
ORD000091,2024-07-02,CUST00164,On Hold,,,Next Day,44.38,Credit Card,,1,Partner,SR028,11340.500000000002,907.24,2215.2165,12292.12
ORD000092,2025-03-20,CUST01168,Processing,,,Next Day,35.05,Check,,0,Website,SR010,16242.63,1299.41,0.0,17577.09
ORD000093,2023-12-24,CUST01708,On Hold,,,Standard,5.9,PayPal,,0,Sales Rep,SR013,2401.33,192.11,0.0,2599.34
ORD000094,2024-12-12,CUST00764,Returned,2024-12-13,2024-12-12,Standard,12.54,Credit Card,CAMP020,1,Partner,SR029,2398.93,191.91,266.548,2603.38
ORD000095,2025-01-16,CUST01782,Completed,2025-01-20,2025-01-28,International,88.67,Cash on Delivery,,1,Phone,SR004,832.28,66.58,43.804,987.53
ORD000096,2025-02-25,CUST00714,On Hold,,,Local Pickup,0.0,Bank Transfer,CAMP016,1,Partner,SR030,184.89,14.79,0.0,199.68
ORD000097,2024-09-13,CUST01344,Processing,,,Local Pickup,0.0,PayPal,,0,Email,SR003,5315.92,425.27,0.0,5741.19
ORD000098,2024-08-03,CUST01273,Processing,,,Standard,5.17,Credit Card,CAMP008,1,Phone,SR015,10137.3,810.98,642.3435,10953.45
ORD000099,2024-05-26,CUST00515,Cancelled,,,Standard,8.26,Check,,0,In-Store,SR015,3388.2200000000003,271.06,0.0,3667.54
ORD000100,2023-02-19,CUST01768,Completed,2023-02-24,2023-03-01,Local Pickup,0.0,Check,,1,Sales Rep,SR012,4524.76,361.98,358.49652649150516,4886.74
ORD000101,2025-03-16,CUST00762,Returned,2025-03-20,2025-03-26,Standard,8.89,PayPal,CAMP011,1,Partner,SR012,5743.900000000001,459.51,589.4770000000001,6212.3
ORD000102,2023-03-29,CUST00999,Cancelled,,,Express,27.32,Bank Transfer,,0,Email,SR007,4482.47,358.6,0.0,4868.39
ORD000103,2024-09-07,CUST01961,Returned,2024-09-12,2024-09-22,Next Day,41.07,PayPal,CAMP011,1,Website,SR022,6492.41,519.39,1347.5225,7052.87
ORD000104,2024-10-06,CUST00414,Processing,,,Local Pickup,0.0,PayPal,,0,In-Store,SR028,8168.67,653.49,0.0,8168.67
ORD000105,2024-11-13,CUST01597,Cancelled,,,International,51.62,Bank Transfer,CAMP013,1,Mobile App,SR017,1820.0,145.6,455.0,2017.22
ORD000106,2024-02-22,CUST01326,On Hold,,,Express,18.42,Check,CAMP008,1,Partner,SR023,2583.86,206.71,0.0,2808.99
ORD000107,2025-01-06,CUST01132,Processing,,,Next Day,40.01,Cash on Delivery,CAMP020,1,Partner,SR005,7229.04,578.32,1229.5200000000002,7847.37
ORD000108,2025-01-30,CUST01501,On Hold,,,Standard,10.56,Check,,0,Sales Rep,SR009,11753.150000000001,940.25,0.0,12703.96
ORD000109,2024-11-28,CUST01126,Returned,2024-12-02,2024-12-07,Express,17.45,Check,CAMP018,1,Sales Rep,SR027,4593.87,367.51,241.7825,4978.83
ORD000110,2023-10-20,CUST01717,Processing,,,Standard,6.99,Check,,0,Partner,SR003,14064.54,1125.16,0.0,15196.69
ORD000111,2024-02-18,CUST01818,Shipped,2024-02-19,,Local Pickup,0.0,PayPal,,1,Mobile App,SR025,4444.15,355.53,582.0754999999999,4799.68
ORD000112,2023-06-30,CUST01949,On Hold,,,International,53.19,Credit Card,,0,Partner,SR017,4652.8,372.22,0.0,5078.21
ORD000113,2024-09-30,CUST00339,Processing,,,Next Day,31.52,Credit Card,,0,Sales Rep,SR007,17185.5,1374.84,0.0,18591.86
ORD000114,2025-01-24,CUST01394,Processing,,,International,56.2,PayPal,,0,Partner,SR029,2235.8599999999997,178.87,0.0,2470.93
ORD000115,2025-02-25,CUST01140,Completed,2025-02-28,2025-03-07,Standard,12.3,Credit Card,,0,In-Store,SR007,4206.42,336.51,0.0,4555.23
ORD000116,2023-06-16,CUST00849,Shipped,2023-06-20,,International,54.81,Credit Card,,0,In-Store,SR019,1395.43,111.63,0.0,1561.87
ORD000117,2023-10-21,CUST01775,Processing,,,Next Day,33.4,Bank Transfer,,1,Website,SR005,1754.8400000000001,140.39,11.626827371260324,1928.63
ORD000118,2025-01-26,CUST00074,Shipped,2025-01-30,,International,52.5,Credit Card,,0,In-Store,SR013,15430.030000000002,1234.4,0.0,19272.325177176874
ORD000119,2023-07-13,CUST00826,Cancelled,,,Local Pickup,0.0,Bank Transfer,CAMP002,1,Website,SR009,8902.119999999999,712.17,645.1800000000001,9614.29
ORD000120,2025-03-17,CUST01650,Shipped,2025-03-22,,Standard,7.64,Cash on Delivery,,0,In-Store,SR023,5477.88,438.23,0.0,5923.75
ORD000121,2024-11-30,CUST00812,Cancelled,,,Next Day,30.56,Credit Card,,0,Phone,SR025,6986.429999999999,558.91,0.0,7575.9
ORD000122,2023-10-27,CUST01122,Returned,2023-10-28,2023-11-03,Local Pickup,0.0,Bank Transfer,,0,In-Store,SR004,5991.18,479.29,0.0,6470.47
ORD000123,2023-03-29,CUST01733,On Hold,,,Express,17.83,PayPal,,1,Email,SR021,12001.8,960.14,3399.7895,12979.77
ORD000124,2024-09-04,CUST00701,Shipped,2024-09-08,,Local Pickup,0.0,PayPal,CAMP017,1,Sales Rep,SR029,4743.240000000001,379.46,708.2955000000001,5122.7
ORD000125,2024-12-16,CUST01811,On Hold,,,Standard,12.03,Bank Transfer,CAMP008,1,In-Store,SR010,2322.4,185.79,481.74,2520.22
ORD000126,2024-03-22,CUST00541,Cancelled,,,Local Pickup,0.0,PayPal,CAMP005,1,In-Store,SR030,2153.64,172.29,636.8240000000001,2325.93
ORD000127,2025-03-05,CUST01681,Processing,,,Express,18.35,Bank Transfer,,0,Website,SR008,2060.51,164.84,0.0,2243.7
ORD000128,2023-05-15,CUST00319,Cancelled,2023-05-19,,Express,15.38,Cash on Delivery,,0,Website,SR030,6337.99,507.04,0.0,6860.41
ORD000129,2024-04-22,CUST01058,Shipped,2024-04-23,,Standard,10.69,PayPal,CAMP011,1,Mobile App,SR030,722.61,57.81,80.29,791.11
ORD000130,2025-02-11,CUST01971,Cancelled,,,International,96.58,Bank Transfer,,1,Website,SR024,4639.69,371.18,244.19400000000002,5107.45
ORD000131,2023-04-09,CUST01988,Returned,2023-04-11,2023-04-12,Next Day,40.96,Cash on Delivery,,1,Sales Rep,SR019,9390.749999999998,751.26,748.0685000000001,10182.97
ORD000132,2024-06-12,CUST01554,Returned,2024-06-14,2024-06-15,Express,18.3,Cash on Delivery,,0,Email,SR018,14538.32,1163.07,0.0,15719.69
ORD000133,2025-01-20,CUST00321,Cancelled,,,Local Pickup,0.0,Credit Card,,0,Partner,SR004,153.16,12.25,0.0,165.41
ORD000134,2025-03-25,CUST01081,Shipped,2025-03-27,,Standard,5.53,Credit Card,,0,Email,SR021,4412.96,353.04,0.0,4412.96
ORD000135,2024-02-26,CUST01279,Completed,2024-03-01,2024-03-10,Express,16.24,Bank Transfer,CAMP001,1,Partner,SR011,5887.68,471.01,1331.781,6374.93
ORD000136,2025-01-12,CUST00701,On Hold,,,Standard,14.7,PayPal,,1,Sales Rep,SR010,13128.18,1050.25,1516.948,14193.13
ORD000137,2024-02-09,CUST01277,Cancelled,,,Standard,12.43,Bank Transfer,,1,Website,SR024,1415.45,113.24,293.63793896432935,1794.1512998485468
ORD000138,2023-06-14,CUST00086,On Hold,,,Express,19.51,Cash on Delivery,CAMP012,1,In-Store,SR009,6176.8,494.14,1448.824,6690.45
ORD000139,2025-02-26,CUST00254,Shipped,2025-02-27,,Local Pickup,0.0,Credit Card,,0,Phone,SR009,4887.6,391.01,0.0,5278.61
ORD000140,2023-03-13,CUST01313,Returned,2023-03-15,2023-03-16,Local Pickup,0.0,Check,CAMP006,1,In-Store,SR012,4827.74,386.22,1181.43,5213.96
ORD000141,2024-12-09,CUST01015,Shipped,2024-12-12,,International,90.16,Credit Card,,0,Website,SR027,7817.1900000000005,625.38,0.0,8532.73
ORD000142,2025-01-21,CUST00663,On Hold,,,Next Day,43.56,Check,CAMP008,1,In-Store,SR018,1455.85,116.47,76.62400000000001,1615.88
ORD000143,2025-02-05,CUST01753,Completed,2025-02-06,2025-02-08,Standard,6.08,Cash on Delivery,CAMP012,1,Website,SR012,5897.56,471.8,655.285,6375.44
ORD000144,2023-06-22,CUST01235,Processing,,,Next Day,46.27,Credit Card,,0,Partner,SR022,6325.26,506.02,0.0,6877.55
ORD000145,2024-12-27,CUST00832,Returned,2024-12-30,2025-01-01,Next Day,38.04,Credit Card,,0,Partner,SR006,7289.889999999999,583.19,0.0,7911.12
ORD000146,2023-11-19,CUST00549,Returned,2023-11-22,2023-12-01,Next Day,49.44,Credit Card,CAMP020,1,In-Store,SR022,3329.8199999999997,266.39,106.63499999999999,3645.65
ORD000147,2025-01-06,CUST01902,Processing,,,Standard,14.7,Credit Card,CAMP013,1,Website,SR021,910.69,72.86,227.672,998.25
ORD000148,2024-12-24,CUST00853,On Hold,,,Express,16.75,Bank Transfer,CAMP019,1,Partner,SR018,3556.25,284.5,925.4005,3857.5
ORD000149,2024-12-24,CUST00613,On Hold,,,Express,23.71,Credit Card,,1,In-Store,SR001,7091.22,567.3,1481.5365,7682.23
ORD000150,2024-01-27,CUST00752,Returned,2024-01-31,2024-02-07,Standard,9.58,PayPal,,0,In-Store,SR015,959.76,76.78,0.0,1046.12
ORD000151,2023-09-12,CUST01176,On Hold,,,Standard,12.87,Check,,0,Phone,SR028,7368.0,589.44,0.0,7970.31
ORD000152,2024-12-25,CUST00401,Cancelled,,,Next Day,37.31,Check,,1,Mobile App,SR006,15088.329999999998,1207.07,2988.1794999999997,16332.71
ORD000153,2024-08-10,CUST00112,Shipped,2024-08-11,,Next Day,35.44,Bank Transfer,,0,Mobile App,SR006,7904.209999999999,632.34,0.0,8571.99
ORD000154,2024-08-18,CUST01747,Cancelled,,,Standard,10.98,Credit Card,CAMP017,1,In-Store,SR005,5496.0,439.68,1832.0,5946.66
ORD000155,2023-07-29,CUST00063,Shipped,2023-07-30,,International,79.66,PayPal,,1,Partner,SR008,1328.28,106.26,0.0,1514.2
ORD000156,2024-10-30,CUST00367,Returned,2024-11-03,2024-11-06,International,88.92,Check,,0,In-Store,SR013,4327.74,346.22,0.0,4762.88
ORD000157,2025-03-01,CUST01989,Returned,2025-03-06,2025-03-16,Next Day,46.11,Credit Card,,0,In-Store,SR008,8130.26,650.42,0.0,8826.79
ORD000158,2024-12-11,CUST01461,Processing,,,International,83.83,Credit Card,,1,Partner,SR022,1563.49,125.08,82.289,1772.4
ORD000159,2023-09-20,CUST01559,Returned,2023-09-21,2023-09-27,Next Day,38.48,Check,,1,Phone,SR019,190.46,15.24,63.487500000000004,244.18
ORD000160,2023-10-17,CUST01419,Completed,2023-10-19,2023-10-24,International,61.5,PayPal,,0,Sales Rep,SR004,10124.630000000001,809.97,,10996.1
ORD000161,2023-12-01,CUST00452,On Hold,,,Next Day,48.99,PayPal,CAMP001,1,Partner,SR007,5648.3099999999995,451.86,1121.8419999999999,6149.16
ORD000162,2024-03-09,CUST01517,On Hold,,,Next Day,32.11,Bank Transfer,,1,Website,SR008,6533.32,522.67,1233.374,7088.1
ORD000163,2023-06-28,CUST00050,Cancelled,2023-07-02,,Local Pickup,0.0,Cash on Delivery,,0,Sales Rep,SR029,9521.24,761.7,0.0,10282.94
ORD000164,2024-01-30,CUST01406,Shipped,2024-01-31,,Express,19.11,Check,CAMP014,1,Email,SR018,6328.08,506.25,1200.4250000000002,6853.44
ORD000165,2023-06-17,CUST01340,Processing,,,Local Pickup,0.0,PayPal,,1,Phone,SR016,4578.28,366.26,700.8905,4944.54
ORD000166,2024-02-08,CUST00816,Returned,2024-02-11,2024-02-09,Next Day,32.38,PayPal,,0,Website,SR013,1688.9099999999999,135.11,0.0,1856.4
ORD000167,2024-10-17,CUST00186,Cancelled,,,Express,27.34,Bank Transfer,,1,Phone,SR024,2518.35,201.47,466.0280000000001,2747.16
ORD000168,2024-10-10,CUST01616,Processing,,,Local Pickup,0.0,Cash on Delivery,,0,Sales Rep,SR017,5486.63,438.93,0.0,5925.56
ORD000169,2024-04-09,CUST00520,Returned,2024-04-11,2024-04-17,Local Pickup,0.0,Credit Card,,0,Sales Rep,SR030,5549.95,444.0,0.0,7652.696670587321
ORD000170,2023-05-28,CUST01059,Completed,2023-06-01,2023-06-08,Express,22.8,Credit Card,,1,Sales Rep,SR017,1029.14,82.33,257.28400000000005,1134.27
ORD000171,2023-12-09,CUST00092,Shipped,2023-12-10,,Standard,6.07,Cash on Delivery,,0,Website,SR009,6345.2,507.62,0.0,6858.89
ORD000172,2024-03-31,CUST00330,Returned,2024-04-01,2024-04-11,Standard,14.34,PayPal,,0,Partner,SR015,364.2,29.14,0.0,407.68
ORD000173,2023-11-08,CUST00575,Shipped,2023-11-13,,Standard,12.86,Cash on Delivery,,1,Partner,SR002,7670.3,613.62,0.0,8296.78
ORD000174,2023-04-19,CUST00066,Processing,,,Local Pickup,0.0,Bank Transfer,,1,Email,SR003,7033.639999999999,562.69,1267.6073227944767,7596.33
ORD000175,2024-02-22,CUST01629,Returned,2024-02-26,2024-03-07,Local Pickup,0.0,Bank Transfer,CAMP019,1,In-Store,SR008,3544.7000000000003,283.58,163.49250000000004,3828.28
ORD000176,2025-02-21,CUST01353,Cancelled,2025-02-22,,Express,22.01,Bank Transfer,,1,In-Store,SR018,9670.05,773.6,1287.192,10465.66
